,keyword,title,privious_time,view,video_url,comment,like_count,dislike_count,tag
38,리그오브레전드,"
원딜장인)모바일 리그오브레전드 모바일 롤 와일드리프트 최신 게임 플레이영상 알파테스트 6월 시작! 우리나라는 출시일! 베타테스트 일정!
",8:51,48482,xYtcEQzgZtQ,559,314,44,"['롤', '리그오브레전드', '모바일롤', '리그오브레전드 와일드리프트', '와일드리프트', '와일드 리프트', '모바일 롤', '모바일 리그오브레전드', '모바일 롤 출시일', '와일드리프트 출시일', '리그오브레전드 모바일 출시일', 'league of legends', 'league of legends wildrift', 'wildrift', '모바일aos', 'aos', '모바일 롤 베타']"
39,리그오브레전드,"
리그 오브 레전드 초보자를 위한 강의영상ㅣ클라이언트와 게임의 종류
",11:02,26,7MsANnr_E-Y,4,9,0,"['롤', '초보', '뉴비', '강의', '프롤로그']"
40,리그오브레전드,"
[롤] 감스트vs트할 제가이겼습니다! 개레전드 꼭보세요! LOL
",11:18,1197174,_ChbOlm-xvE,1452,12204,374,"['아프리카티비', '아프리카tv', 'afreecatv', 'broadcast', '감스트', '비제이', '김인직', '인직', '방송', 'bj', '감튜브', '콘텐츠', '컨텐츠', '비감', 'contents', 'gamst', 'injik', 'kiminjik', 'gamtube', 'bgam']"
41,리그오브레전드,"
롤 8년만인데.. 노정글에.. 인베에.. 영혼 개털리네ㅠㅠ
",6:43,92122,kvrf8x-pyVk,1151,1948,79,"['테드', '테드tv', 'ted', 'tedtv', '모바일게임', '모바일게임 추천', '롤', '테드 롤', '롤 테드', '롤챔스', '롤 신챔', '롤 학원', '롤 성대모사', 'league of legends', 'league of legends music', 'league of legends korea', 'league of legends wild rift', '롤 모바일', '롤 와일드 리프트', '와일드 리프트', '와일드 리프트 테드', '테드 와일드 리프트', '테드 롤 와일드 리프트', '롤 와일드 리프트 테드']"
42,리그오브레전드,"
2020 만우절 | 공식 스킨 트레일러 – 리그 오브 레전드
",1:19,300715,NLwkvvCWFyU,1602,3011,37,"['리그오브레전드', '리그 오브 레전드', '롤', 'LoL', 'Leagueoflegends', 'League of Legends', '스킨', '만우절', '2020만우절']"
43,리그오브레전드,"
당신이 알지 못하던 리그오브레전드속 82가지 TMI#1
",13:18,636794,Fpfb9eVP1rY,1434,5417,370,"['리그 오브 레전드', '롤', 'league of legends', 'LOL TMI', 'TMI', '롤 TMI', '롤 신기한 사실', '리그오브레전드 신기한 사실', '리그 오브 레전드 TMI', '롤 영상', '롤 강의', '롤드컵', '롤 매드무비', '롤 재밌는 사실', '롤토체스', '킹', '게임', '게임 TMI']"
44,리그오브레전드,"
[롤] 감스트x개리형 드디어 만났습니다 레전드합방! LOL
",24:06,1632048,P0pUIk_tqh8,4021,25112,497,"['아프리카티비', '아프리카tv', 'afreecatv', 'broadcast', '감스트', '비제이', '김인직', '인직', '방송', 'bj', '감튜브', '콘텐츠', '컨텐츠', '비감', 'contents', 'gamst', 'injik', 'kiminjik', 'gamtube', 'bgam']"
45,리그오브레전드,"
요네 챔피언 집중탐구 | 게임플레이 - 리그 오브 레전드
",4:02,175236,hzyDgpmc3o0,853,2297,43,"['리그오브레전드', '리그 오브 레전드', '롤', 'LoL', 'Leagueoflegends', 'League of Legends', 'Riotgames', '라이엇 게임즈', '챔피언', '집중탐구', '챔피언 집중탐구', '요네']"
46,리그오브레전드,"
피들스틱 게임플레이 미리 보기 |리그 오브 레전드
",1:04,506220,zy2JPUlQPCY,2211,4236,62,"['yt:cc=on', '리그오브레전드', '리그 오브 레전드', '롤', 'LoL', 'Leagueoflegends', 'League of Legends', '피들스틱', '피들스틱 리메이크']"
47,리그오브레전드,"
LoL THE NEXT Ep.01 l 차세대 LoL STAR 탄생의 서막! - 리그 오브 레전드
",54:15,177955,F52HLG-jKK4,539,1364,41,"['롤더넥스트', '롤서바이벌오디션', '롤더넥', '레전드멘토', '롤', 'LoL', '2020lolthenext', '롤서바이벌예능', '울프', '폰', '마린', '프레이', '믿고보는성캐', '안경누나', '롤파크입성', 'yt:cc=on']"
